Total Nacional;Comunidades y Ciudades Autónomas;Ámbito de estudio;Tasas de actividad, empleo y paro;Total
Total nacional;Rioja, La;01 - EDUCACIÓN;Tasa de paro;5,4
Total nacional;Rioja, La;Formación de docentes de enseñanza infantil;Tasa de actividad;98,7
Total nacional;Rioja, La;Formación de docentes de enseñanza infantil;Tasa de empleo;96,5
Total nacional;Rioja, La;Formación de docentes de enseñanza infantil;Tasa de paro;2,3
Total nacional;Rioja, La;Formación de docentes de enseñanza primaria;Tasa de actividad;97,2
Total nacional;Rioja, La;Formación de docentes de enseñanza primaria;Tasa de empleo;88,9
Total nacional;Rioja, La;Formación de docentes de enseñanza primaria;Tasa de paro;8,5
Total nacional;Rioja, La;Educación (Otros estudios);Tasa de actividad;0,0
Total nacional;Rioja, La;Educación (Otros estudios);Tasa de empleo;0,0
Total nacional;Rioja, La;Educación (Otros estudios);Tasa de paro;0,0
Total nacional;Rioja, La;02 - ARTES Y HUMANIDADES;Tasa de actividad;91,9
Total nacional;Rioja, La;02 - ARTES Y HUMANIDADES;Tasa de empleo;88,9
Total nacional;Rioja, La;02 - ARTES Y HUMANIDADES;Tasa de paro;3,2
Total nacional;Rioja, La;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;0,0
Total nacional;Rioja, La;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;0,0
Total nacional;Rioja, La;Técnicas audiovisuales y medios de comunicación;Tasa de paro;0,0
Total nacional;Rioja, La;Artes (Otros estudios);Tasa de actividad;92,6
Total nacional;Rioja, La;Artes (Otros estudios);Tasa de empleo;91,0
Total nacional;Rioja, La;Artes (Otros estudios);Tasa de paro;1,7
Total nacional;Rioja, La;Humanidades;Tasa de actividad;100,0
Total nacional;Rioja, La;Humanidades;Tasa de empleo;88,8
Total nacional;Rioja, La;Humanidades;Tasa de paro;11,2
Total nacional;Rioja, La;Lenguas;Tasa de actividad;78,2
Total nacional;Rioja, La;Lenguas;Tasa de empleo;65,5
Total nacional;Rioja, La;Lenguas;Tasa de paro;16,2
Total nacional;Rioja, La;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;96,5
Total nacional;Rioja, La;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;90,6
Total nacional;Rioja, La;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;6,1
Total nacional;Rioja, La;Economía;Tasa de actividad;0,0
Total nacional;Rioja, La;Economía;Tasa de empleo;0,0
Total nacional;Rioja, La;Economía;Tasa de paro;0,0
Total nacional;Rioja, La;Psicología;Tasa de actividad;0,0
Total nacional;Rioja, La;Psicología;Tasa de empleo;0,0
Total nacional;Rioja, La;Psicología;Tasa de paro;0,0
Total nacional;Rioja, La;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;100,0
Total nacional;Rioja, La;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;100,0
Total nacional;Rioja, La;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;0,0
Total nacional;Rioja, La;Periodismo y documentación;Tasa de actividad;95,5
Total nacional;Rioja, La;Periodismo y documentación;Tasa de empleo;88,0
Total nacional;Rioja, La;Periodismo y documentación;Tasa de paro;7,9
Total nacional;Rioja, La;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;94,9
Total nacional;Rioja, La;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;86,5
Total nacional;Rioja, La;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;8,8
Total nacional;Rioja, La;Dirección y administración;Tasa de actividad;95,0
Total nacional;Rioja, La;Dirección y administración;Tasa de empleo;86,5
Total nacional;Rioja, La;Dirección y administración;Tasa de paro;8,9
Total nacional;Rioja, La;Negocios y administración (Otros estudios);Tasa de actividad;0,0
Total nacional;Rioja, La;Negocios y administración (Otros estudios);Tasa de empleo;0,0
Total nacional;Rioja, La;Negocios y administración (Otros estudios);Tasa de paro;0,0
Total nacional;Rioja, La;Derecho;Tasa de actividad;94,5
Total nacional;Rioja, La;Derecho;Tasa de empleo;86,7
Total nacional;Rioja, La;Derecho;Tasa de paro;8,2
Total nacional;Rioja, La;05 - CIENCIAS;Tasa de actividad;91,4
Total nacional;Rioja, La;05 - CIENCIAS;Tasa de empleo;87,1
Total nacional;Rioja, La;05 - CIENCIAS;Tasa de paro;4,6
Total nacional;Rioja, La;Ciencias de la vida;Tasa de actividad;0,0
Total nacional;Rioja, La;Ciencias de la vida;Tasa de empleo;0,0
Total nacional;Rioja, La;Ciencias de la vida;Tasa de paro;0,0
Total nacional;Rioja, La;Medio ambiente;Tasa de actividad;0,0
Total nacional;Rioja, La;Medio ambiente;Tasa de empleo;0,0
Total nacional;Rioja, La;Medio ambiente;Tasa de paro;0,0
Total nacional;Rioja, La;Ciencias químicas, físicas y geológicas;Tasa de actividad;88,9
Total nacional;Rioja, La;Ciencias químicas, físicas y geológicas;Tasa de empleo;83,4
Total nacional;Rioja, La;Ciencias químicas, físicas y geológicas;Tasa de paro;6,1
Total nacional;Rioja, La;Matemáticas y estadística;Tasa de actividad;100,0
Total nacional;Rioja, La;Matemáticas y estadística;Tasa de empleo;100,0
Total nacional;Rioja, La;Matemáticas y estadística;Tasa de paro;0,0
Total nacional;Rioja, La;06 - INFORMÁTICA;Tasa de actividad;100,0
Total nacional;Rioja, La;06 - INFORMÁTICA;Tasa de empleo;94,3
Total nacional;Rioja, La;06 - INFORMÁTICA;Tasa de paro;5,7
Total nacional;Rioja, La;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;98,5
Total nacional;Rioja, La;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;92,7
Total nacional;Rioja, La;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;5,9
Total nacional;Rioja, La;Ingeniería y profesiones afines;Tasa de actividad;98,2
Total nacional;Rioja, La;Ingeniería y profesiones afines;Tasa de empleo;92,0
Total nacional;Rioja, La;Ingeniería y profesiones afines;Tasa de paro;6,4
Total nacional;Rioja, La;Industria manufacturera y producción;Tasa de actividad;100,0
Total nacional;Rioja, La;Industria manufacturera y producción;Tasa de empleo;96,7
Total nacional;Rioja, La;Industria manufacturera y producción;Tasa de paro;3,3
Total nacional;Rioja, La;Arquitectura y construcción;Tasa de actividad;0,0
Total nacional;Rioja, La;Arquitectura y construcción;Tasa de empleo;0,0
Total nacional;Rioja, La;Arquitectura y construcción;Tasa de paro;0,0
Total nacional;Rioja, La;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;100,0
Total nacional;Rioja, La;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;88,9
Total nacional;Rioja, La;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;11,1
Total nacional;Rioja, La;Agricultura y ganadería;Tasa de actividad;100,0
Total nacional;Rioja, La;Agricultura y ganadería;Tasa de empleo;88,9
Total nacional;Rioja, La;Agricultura y ganadería;Tasa de paro;11,1
Total nacional;Rioja, La;Silvicultura;Tasa de actividad;0,0
Total nacional;Rioja, La;Silvicultura;Tasa de empleo;0,0
Total nacional;Rioja, La;Silvicultura;Tasa de paro;0,0
Total nacional;Rioja, La;Veterinaria;Tasa de actividad;0,0
Total nacional;Rioja, La;Veterinaria;Tasa de empleo;0,0
Total nacional;Rioja, La;Veterinaria;Tasa de paro;0,0
Total nacional;Rioja, La;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;100,0
Total nacional;Rioja, La;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;97,3
Total nacional;Rioja, La;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;2,7
Total nacional;Rioja, La;Medicina;Tasa de actividad;0,0
Total nacional;Rioja, La;Medicina;Tasa de empleo;0,0
Total nacional;Rioja, La;Medicina;Tasa de paro;0,0
Total nacional;Rioja, La;Enfermería;Tasa de actividad;100,0
Total nacional;Rioja, La;Enfermería;Tasa de empleo;100,0
Total nacional;Rioja, La;Enfermería;Tasa de paro;0,0
Total nacional;Rioja, La;Salud (Otros estudios);Tasa de actividad;0,0
Total nacional;Rioja, La;Salud (Otros estudios);Tasa de empleo;0,0
Total nacional;Rioja, La;Salud (Otros estudios);Tasa de paro;0,0
Total nacional;Rioja, La;Servicios sociales;Tasa de actividad;100,0
Total nacional;Rioja, La;Servicios sociales;Tasa de empleo;96,7
Total nacional;Rioja, La;Servicios sociales;Tasa de paro;3,3
Total nacional;Rioja, La;10 - SERVICIOS;Tasa de actividad;.
Total nacional;Rioja, La;10 - SERVICIOS;Tasa de empleo;.
Total nacional;Rioja, La;10 - SERVICIOS;Tasa de paro;.
Total nacional;Rioja, La;Actividades físicas y deportivas;Tasa de actividad;0,0
Total nacional;Rioja, La;Actividades físicas y deportivas;Tasa de empleo;0,0
Total nacional;Rioja, La;Actividades físicas y deportivas;Tasa de paro;0,0
Total nacional;Rioja, La;Viajes, turismo y ocio;Tasa de actividad;.
Total nacional;Rioja, La;Viajes, turismo y ocio;Tasa de empleo;.
Total nacional;Rioja, La;Viajes, turismo y ocio;Tasa de paro;.
Total nacional;Rioja, La;Servicios (Otros estudios);Tasa de actividad;0,0
Total nacional;Rioja, La;Servicios (Otros estudios);Tasa de empleo;0,0
Total nacional;Rioja, La;Servicios (Otros estudios);Tasa de paro;0,0
Universidades de ámbito nacional;;TOTAL;Tasa de actividad;92,5
Universidades de ámbito nacional;;TOTAL;Tasa de empleo;87,6
Universidades de ámbito nacional;;TOTAL;Tasa de paro;5,3
Universidades de ámbito nacional;;01 - EDUCACIÓN;Tasa de actividad;95,0
Universidades de ámbito nacional;;01 - EDUCACIÓN;Tasa de empleo;90,0
Universidades de ámbito nacional;;01 - EDUCACIÓN;Tasa de paro;5,2
Universidades de ámbito nacional;;Formación de docentes de enseñanza infantil;Tasa de actividad;0,0
Universidades de ámbito nacional;;Formación de docentes de enseñanza infantil;Tasa de empleo;0,0
Universidades de ámbito nacional;;Formación de docentes de enseñanza infantil;Tasa de paro;0,0
Universidades de ámbito nacional;;Formación de docentes de enseñanza primaria;Tasa de actividad;0,0
Universidades de ámbito nacional;;Formación de docentes de enseñanza primaria;Tasa de empleo;0,0
Universidades de ámbito nacional;;Formación de docentes de enseñanza primaria;Tasa de paro;0,0
Universidades de ámbito nacional;;Educación (Otros estudios);Tasa de actividad;95,0
Universidades de ámbito nacional;;Educación (Otros estudios);Tasa de empleo;90,0
Universidades de ámbito nacional;;Educación (Otros estudios);Tasa de paro;5,2
Universidades de ámbito nacional;;02 - ARTES Y HUMANIDADES;Tasa de actividad;93,4
Universidades de ámbito nacional;;02 - ARTES Y HUMANIDADES;Tasa de empleo;84,1
Universidades de ámbito nacional;;02 - ARTES Y HUMANIDADES;Tasa de paro;10,0
Universidades de ámbito nacional;;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;0,0
Universidades de ámbito nacional;;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;0,0
Universidades de ámbito nacional;;Técnicas audiovisuales y medios de comunicación;Tasa de paro;0,0
Universidades de ámbito nacional;;Artes (Otros estudios);Tasa de actividad;88,3
Universidades de ámbito nacional;;Artes (Otros estudios);Tasa de empleo;74,3
Universidades de ámbito nacional;;Artes (Otros estudios);Tasa de paro;15,9
Universidades de ámbito nacional;;Humanidades;Tasa de actividad;92,4
Universidades de ámbito nacional;;Humanidades;Tasa de empleo;84,5
Universidades de ámbito nacional;;Humanidades;Tasa de paro;8,6
Universidades de ámbito nacional;;Lenguas;Tasa de actividad;95,7
Universidades de ámbito nacional;;Lenguas;Tasa de empleo;86,2
Universidades de ámbito nacional;;Lenguas;Tasa de paro;9,9
Universidades de ámbito nacional;;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;89,6
Universidades de ámbito nacional;;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;87,0
Universidades de ámbito nacional;;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;2,9
Universidades de ámbito nacional;;Economía;Tasa de actividad;98,1
Universidades de ámbito nacional;;Economía;Tasa de empleo;92,8
Universidades de ámbito nacional;;Economía;Tasa de paro;5,5
Universidades de ámbito nacional;;Psicología;Tasa de actividad;88,9
Universidades de ámbito nacional;;Psicología;Tasa de empleo;86,2
Universidades de ámbito nacional;;Psicología;Tasa de paro;3,0
Universidades de ámbito nacional;;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;88,9
Universidades de ámbito nacional;;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;87,0
Universidades de ámbito nacional;;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;2,1
Universidades de ámbito nacional;;Periodismo y documentación;Tasa de actividad;0,0
Universidades de ámbito nacional;;Periodismo y documentación;Tasa de empleo;0,0
Universidades de ámbito nacional;;Periodismo y documentación;Tasa de paro;0,0
Universidades de ámbito nacional;;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;94,7
Universidades de ámbito nacional;;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;89,3
Universidades de ámbito nacional;;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;5,6
Universidades de ámbito nacional;;Dirección y administración;Tasa de actividad;97,5
Universidades de ámbito nacional;;Dirección y administración;Tasa de empleo;92,5
Universidades de ámbito nacional;;Dirección y administración;Tasa de paro;5,1
Universidades de ámbito nacional;;Negocios y administración (Otros estudios);Tasa de actividad;0,0
Universidades de ámbito nacional;;Negocios y administración (Otros estudios);Tasa de empleo;0,0
Universidades de ámbito nacional;;Negocios y administración (Otros estudios);Tasa de paro;0,0
Universidades de ámbito nacional;;Derecho;Tasa de actividad;93,0
Universidades de ámbito nacional;;Derecho;Tasa de empleo;87,5
Universidades de ámbito nacional;;Derecho;Tasa de paro;6,0
Universidades de ámbito nacional;;05 - CIENCIAS;Tasa de actividad;96,2
Universidades de ámbito nacional;;05 - CIENCIAS;Tasa de empleo;90,7
Universidades de ámbito nacional;;05 - CIENCIAS;Tasa de paro;5,7
Universidades de ámbito nacional;;Ciencias de la vida;Tasa de actividad;0,0
Universidades de ámbito nacional;;Ciencias de la vida;Tasa de empleo;0,0
Universidades de ámbito nacional;;Ciencias de la vida;Tasa de paro;0,0
Universidades de ámbito nacional;;Medio ambiente;Tasa de actividad;98,2
Universidades de ámbito nacional;;Medio ambiente;Tasa de empleo;91,2
Universidades de ámbito nacional;;Medio ambiente;Tasa de paro;7,1
Universidades de ámbito nacional;;Ciencias químicas, físicas y geológicas;Tasa de actividad;92,5
Universidades de ámbito nacional;;Ciencias químicas, físicas y geológicas;Tasa de empleo;90,2
Universidades de ámbito nacional;;Ciencias químicas, físicas y geológicas;Tasa de paro;2,5
Universidades de ámbito nacional;;Matemáticas y estadística;Tasa de actividad;93,2
Universidades de ámbito nacional;;Matemáticas y estadística;Tasa de empleo;89,6
Universidades de ámbito nacional;;Matemáticas y estadística;Tasa de paro;3,8
Universidades de ámbito nacional;;06 - INFORMÁTICA;Tasa de actividad;97,9
Universidades de ámbito nacional;;06 - INFORMÁTICA;Tasa de empleo;93,8
Universidades de ámbito nacional;;06 - INFORMÁTICA;Tasa de paro;4,2
Universidades de ámbito nacional;;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;96,5
Universidades de ámbito nacional;;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;94,8
Universidades de ámbito nacional;;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;1,7
Universidades de ámbito nacional;;Ingeniería y profesiones afines;Tasa de actividad;96,5
Universidades de ámbito nacional;;Ingeniería y profesiones afines;Tasa de empleo;94,8
Universidades de ámbito nacional;;Ingeniería y profesiones afines;Tasa de paro;1,7
Universidades de ámbito nacional;;Industria manufacturera y producción;Tasa de actividad;0,0
Universidades de ámbito nacional;;Industria manufacturera y producción;Tasa de empleo;0,0
Universidades de ámbito nacional;;Industria manufacturera y producción;Tasa de paro;0,0
Universidades de ámbito nacional;;Arquitectura y construcción;Tasa de actividad;0,0
Universidades de ámbito nacional;;Arquitectura y construcción;Tasa de empleo;0,0
Universidades de ámbito nacional;;Arquitectura y construcción;Tasa de paro;0,0
Universidades de ámbito nacional;;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;0,0
Universidades de ámbito nacional;;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;0,0
Universidades de ámbito nacional;;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;0,0
Universidades de ámbito nacional;;Agricultura y ganadería;Tasa de actividad;0,0
Universidades de ámbito nacional;;Agricultura y ganadería;Tasa de empleo;0,0
Universidades de ámbito nacional;;Agricultura y ganadería;Tasa de paro;0,0
Universidades de ámbito nacional;;Silvicultura;Tasa de actividad;0,0
Universidades de ámbito nacional;;Silvicultura;Tasa de empleo;0,0
Universidades de ámbito nacional;;Silvicultura;Tasa de paro;0,0
Universidades de ámbito nacional;;Veterinaria;Tasa de actividad;0,0
Universidades de ámbito nacional;;Veterinaria;Tasa de empleo;0,0
Universidades de ámbito nacional;;Veterinaria;Tasa de paro;0,0
Universidades de ámbito nacional;;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;88,9
Universidades de ámbito nacional;;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;86,1
Universidades de ámbito nacional;;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;3,1
Universidades de ámbito nacional;;Medicina;Tasa de actividad;0,0
Universidades de ámbito nacional;;Medicina;Tasa de empleo;0,0
Universidades de ámbito nacional;;Medicina;Tasa de paro;0,0
Universidades de ámbito nacional;;Enfermería;Tasa de actividad;0,0
Universidades de ámbito nacional;;Enfermería;Tasa de empleo;0,0
Universidades de ámbito nacional;;Enfermería;Tasa de paro;0,0
Universidades de ámbito nacional;;Salud (Otros estudios);Tasa de actividad;0,0
Universidades de ámbito nacional;;Salud (Otros estudios);Tasa de empleo;0,0
Universidades de ámbito nacional;;Salud (Otros estudios);Tasa de paro;0,0
